cpu
Loading Hopkins155 data from: data/test_samples/
finished loading data for 2 sequences
Pretraining Epoch 1/10, Avg Loss: 5.5678
Full Training Epoch 1292/5000, Avg Loss: 4.8657
Full Training Epoch 1293/5000, Avg Loss: 4.8657
Full Training Epoch 1294/5000, Avg Loss: 4.8656
Full Training Epoch 1295/5000, Avg Loss: 4.8656
Full Training Epoch 1296/5000, Avg Loss: 4.8656
Full Training Epoch 1297/5000, Avg Loss: 4.8675
Full Training Epoch 1298/5000, Avg Loss: 4.8900
Full Training Epoch 1299/5000, Avg Loss: 4.8892
Full Training Epoch 1300/5000, Avg Loss: 4.8742
Full Training Epoch 1301/5000, Avg Loss: 4.8690
Full Training Epoch 1302/5000, Avg Loss: 4.8680
Full Training Epoch 1303/5000, Avg Loss: 4.8674
Full Training Epoch 1304/5000, Avg Loss: 4.8673
Full Training Epoch 1305/5000, Avg Loss: 4.8722
Full Training Epoch 1306/5000, Avg Loss: 4.8722
Full Training Epoch 1307/5000, Avg Loss: 4.8738
Full Training Epoch 1308/5000, Avg Loss: 4.8825
Full Training Epoch 1309/5000, Avg Loss: 4.8848
Full Training Epoch 1310/5000, Avg Loss: 4.8702
Full Training Epoch 1311/5000, Avg Loss: 4.8683
Full Training Epoch 1312/5000, Avg Loss: 4.8675
Full Training Epoch 1313/5000, Avg Loss: 4.8661
Full Training Epoch 1314/5000, Avg Loss: 4.8664
Full Training Epoch 1315/5000, Avg Loss: 4.8662
Full Training Epoch 1316/5000, Avg Loss: 4.8670
Full Training Epoch 1317/5000, Avg Loss: 4.8669
Full Training Epoch 1318/5000, Avg Loss: 4.9668
Full Training Epoch 1319/5000, Avg Loss: 4.9385
Full Training Epoch 1320/5000, Avg Loss: 4.8858
Full Training Epoch 1321/5000, Avg Loss: 4.8715
Full Training Epoch 1322/5000, Avg Loss: 4.8690
Full Training Epoch 1323/5000, Avg Loss: 4.8674
Full Training Epoch 1324/5000, Avg Loss: 4.8667
Full Training Epoch 1325/5000, Avg Loss: 4.8674
Full Training Epoch 1326/5000, Avg Loss: 4.8674
Full Training Epoch 1327/5000, Avg Loss: 4.8891
Full Training Epoch 1328/5000, Avg Loss: 4.8734
Full Training Epoch 1329/5000, Avg Loss: 4.8712
Full Training Epoch 1330/5000, Avg Loss: 4.8774
Full Training Epoch 1331/5000, Avg Loss: 4.8731
Full Training Epoch 1332/5000, Avg Loss: 4.8709
Full Training Epoch 1333/5000, Avg Loss: 4.8677
Full Training Epoch 1334/5000, Avg Loss: 4.8767
Full Training Epoch 1335/5000, Avg Loss: 4.8701
Full Training Epoch 1336/5000, Avg Loss: 4.8684
Full Training Epoch 1337/5000, Avg Loss: 4.8710
Full Training Epoch 1338/5000, Avg Loss: 4.9194
Full Training Epoch 1339/5000, Avg Loss: 4.8811
Full Training Epoch 1340/5000, Avg Loss: 4.8679
Full Training Epoch 1341/5000, Avg Loss: 4.8664
Full Training Epoch 1342/5000, Avg Loss: 4.8661
Full Training Epoch 1343/5000, Avg Loss: 4.8661
Full Training Epoch 1344/5000, Avg Loss: 4.8659
Full Training Epoch 1345/5000, Avg Loss: 4.8659
Full Training Epoch 1346/5000, Avg Loss: 4.8660
Full Training Epoch 1347/5000, Avg Loss: 4.8685
Full Training Epoch 1348/5000, Avg Loss: 4.8874
Full Training Epoch 1349/5000, Avg Loss: 4.8740
Full Training Epoch 1350/5000, Avg Loss: 4.9018
Full Training Epoch 1351/5000, Avg Loss: 4.8722
Full Training Epoch 1352/5000, Avg Loss: 4.8703
Full Training Epoch 1353/5000, Avg Loss: 4.8676
Full Training Epoch 1354/5000, Avg Loss: 4.8664
Full Training Epoch 1355/5000, Avg Loss: 4.8659
Full Training Epoch 1356/5000, Avg Loss: 4.8658
Full Training Epoch 1357/5000, Avg Loss: 4.8657
Full Training Epoch 1358/5000, Avg Loss: 4.8669
Full Training Epoch 1359/5000, Avg Loss: 4.8672
Full Training Epoch 1360/5000, Avg Loss: 4.8663
Full Training Epoch 1361/5000, Avg Loss: 4.8663
Full Training Epoch 1362/5000, Avg Loss: 4.9414
Full Training Epoch 1363/5000, Avg Loss: 4.8937
Full Training Epoch 1364/5000, Avg Loss: 4.8685
Full Training Epoch 1365/5000, Avg Loss: 4.8670
Full Training Epoch 1366/5000, Avg Loss: 4.8664
Full Training Epoch 1367/5000, Avg Loss: 4.8661
Full Training Epoch 1368/5000, Avg Loss: 4.8673
Full Training Epoch 1369/5000, Avg Loss: 4.8985
Full Training Epoch 1370/5000, Avg Loss: 4.8767
Full Training Epoch 1371/5000, Avg Loss: 4.8677
Full Training Epoch 1372/5000, Avg Loss: 4.8665
Full Training Epoch 1373/5000, Avg Loss: 4.8666
Full Training Epoch 1374/5000, Avg Loss: 4.8664
Full Training Epoch 1375/5000, Avg Loss: 4.8660
Full Training Epoch 1376/5000, Avg Loss: 4.9529
Full Training Epoch 1377/5000, Avg Loss: 4.8941
Full Training Epoch 1378/5000, Avg Loss: 4.8742
Full Training Epoch 1379/5000, Avg Loss: 4.8723
Full Training Epoch 1380/5000, Avg Loss: 4.8698
Full Training Epoch 1381/5000, Avg Loss: 4.8664
Full Training Epoch 1382/5000, Avg Loss: 4.8661
Full Training Epoch 1383/5000, Avg Loss: 4.8671
Full Training Epoch 1384/5000, Avg Loss: 4.8672
Full Training Epoch 1385/5000, Avg Loss: 4.8670
Full Training Epoch 1386/5000, Avg Loss: 4.8664
Full Training Epoch 1387/5000, Avg Loss: 4.8658
Full Training Epoch 1388/5000, Avg Loss: 4.8680
Full Training Epoch 1389/5000, Avg Loss: 4.9241
Full Training Epoch 1390/5000, Avg Loss: 4.8851
Full Training Epoch 1391/5000, Avg Loss: 4.8687
Full Training Epoch 1392/5000, Avg Loss: 4.8681
Full Training Epoch 1393/5000, Avg Loss: 4.8699
Full Training Epoch 1394/5000, Avg Loss: 4.8691
Full Training Epoch 1395/5000, Avg Loss: 4.8726
Full Training Epoch 1396/5000, Avg Loss: 4.8673
Full Training Epoch 1397/5000, Avg Loss: 4.8665
Full Training Epoch 1398/5000, Avg Loss: 4.8665
Full Training Epoch 1399/5000, Avg Loss: 4.8660
Full Training Epoch 1400/5000, Avg Loss: 4.8658
Full Training Epoch 1401/5000, Avg Loss: 4.8656
Full Training Epoch 1402/5000, Avg Loss: 4.8656
Full Training Epoch 1403/5000, Avg Loss: 4.8655
Full Training Epoch 1404/5000, Avg Loss: 4.8656
Full Training Epoch 1405/5000, Avg Loss: 4.8655
Full Training Epoch 1406/5000, Avg Loss: 4.8654
Full Training Epoch 1407/5000, Avg Loss: 4.8654
Full Training Epoch 1408/5000, Avg Loss: 4.8654
Full Training Epoch 1409/5000, Avg Loss: 4.9462
Full Training Epoch 1410/5000, Avg Loss: 4.9039
Full Training Epoch 1411/5000, Avg Loss: 4.8703
Full Training Epoch 1412/5000, Avg Loss: 4.8782
Full Training Epoch 1413/5000, Avg Loss: 4.8781
Full Training Epoch 1414/5000, Avg Loss: 4.8765
Full Training Epoch 1415/5000, Avg Loss: 4.8987
Full Training Epoch 1416/5000, Avg Loss: 4.8818
Full Training Epoch 1417/5000, Avg Loss: 4.8716
Full Training Epoch 1418/5000, Avg Loss: 4.8672
Full Training Epoch 1419/5000, Avg Loss: 4.8661
Full Training Epoch 1420/5000, Avg Loss: 4.8658
Full Training Epoch 1421/5000, Avg Loss: 4.8657
Full Training Epoch 1422/5000, Avg Loss: 4.8657
Full Training Epoch 1423/5000, Avg Loss: 4.8658
Full Training Epoch 1424/5000, Avg Loss: 4.8659
Full Training Epoch 1425/5000, Avg Loss: 4.8659
Full Training Epoch 1426/5000, Avg Loss: 4.8658
Full Training Epoch 1427/5000, Avg Loss: 4.8659
Full Training Epoch 1428/5000, Avg Loss: 4.8656
Full Training Epoch 1429/5000, Avg Loss: 4.8655
Full Training Epoch 1430/5000, Avg Loss: 4.8654
Full Training Epoch 1431/5000, Avg Loss: 4.8654
Full Training Epoch 1432/5000, Avg Loss: 4.8654
Full Training Epoch 1433/5000, Avg Loss: 4.9472
Full Training Epoch 1434/5000, Avg Loss: 4.9130
Full Training Epoch 1435/5000, Avg Loss: 4.8745
Full Training Epoch 1436/5000, Avg Loss: 4.8685
Full Training Epoch 1437/5000, Avg Loss: 4.8666
Full Training Epoch 1438/5000, Avg Loss: 4.8665
Full Training Epoch 1439/5000, Avg Loss: 4.8705
Full Training Epoch 1440/5000, Avg Loss: 4.8833
Full Training Epoch 1441/5000, Avg Loss: 4.8680
Full Training Epoch 1442/5000, Avg Loss: 4.8667
Full Training Epoch 1443/5000, Avg Loss: 4.8672
Full Training Epoch 1444/5000, Avg Loss: 4.8662
Full Training Epoch 1445/5000, Avg Loss: 4.9017
Full Training Epoch 1446/5000, Avg Loss: 4.9164
Full Training Epoch 1447/5000, Avg Loss: 4.8722
Full Training Epoch 1448/5000, Avg Loss: 4.8678
Full Training Epoch 1449/5000, Avg Loss: 4.8663
Full Training Epoch 1450/5000, Avg Loss: 4.8660
Full Training Epoch 1451/5000, Avg Loss: 4.8659
Full Training Epoch 1452/5000, Avg Loss: 4.8657
Full Training Epoch 1453/5000, Avg Loss: 4.8668
Full Training Epoch 1454/5000, Avg Loss: 4.8867
Full Training Epoch 1455/5000, Avg Loss: 4.8832
Full Training Epoch 1456/5000, Avg Loss: 4.8811
Full Training Epoch 1457/5000, Avg Loss: 4.8763
Full Training Epoch 1458/5000, Avg Loss: 4.8667
Full Training Epoch 1459/5000, Avg Loss: 4.8662
Full Training Epoch 1460/5000, Avg Loss: 4.8673
Full Training Epoch 1461/5000, Avg Loss: 4.8671
Full Training Epoch 1462/5000, Avg Loss: 4.8663
Full Training Epoch 1463/5000, Avg Loss: 4.8693
Full Training Epoch 1464/5000, Avg Loss: 4.8995
Full Training Epoch 1465/5000, Avg Loss: 4.8852
Full Training Epoch 1466/5000, Avg Loss: 4.8814
Full Training Epoch 1467/5000, Avg Loss: 4.8679
Full Training Epoch 1468/5000, Avg Loss: 4.8681
Full Training Epoch 1469/5000, Avg Loss: 4.8669
Full Training Epoch 1470/5000, Avg Loss: 4.8675
Full Training Epoch 1471/5000, Avg Loss: 4.8680
Full Training Epoch 1472/5000, Avg Loss: 4.8691
Full Training Epoch 1473/5000, Avg Loss: 4.9228
Full Training Epoch 1474/5000, Avg Loss: 4.8902
Full Training Epoch 1475/5000, Avg Loss: 4.8690
Full Training Epoch 1476/5000, Avg Loss: 4.8688
Full Training Epoch 1477/5000, Avg Loss: 4.8677
Full Training Epoch 1478/5000, Avg Loss: 4.8665
Full Training Epoch 1479/5000, Avg Loss: 4.8665
Full Training Epoch 1480/5000, Avg Loss: 4.8683
Full Training Epoch 1481/5000, Avg Loss: 4.8666
Full Training Epoch 1482/5000, Avg Loss: 4.8670
Full Training Epoch 1483/5000, Avg Loss: 4.8728
Full Training Epoch 1484/5000, Avg Loss: 4.8755
Full Training Epoch 1485/5000, Avg Loss: 4.8930
Full Training Epoch 1486/5000, Avg Loss: 4.9247
Full Training Epoch 1487/5000, Avg Loss: 4.8728
Full Training Epoch 1488/5000, Avg Loss: 4.8680
Full Training Epoch 1489/5000, Avg Loss: 4.8666
Full Training Epoch 1490/5000, Avg Loss: 4.8661
Full Training Epoch 1491/5000, Avg Loss: 4.8659
Full Training Epoch 1492/5000, Avg Loss: 4.8657
Full Training Epoch 1493/5000, Avg Loss: 4.8657
Full Training Epoch 1494/5000, Avg Loss: 4.8656
Full Training Epoch 1495/5000, Avg Loss: 4.8656
Full Training Epoch 1496/5000, Avg Loss: 4.8657
Full Training Epoch 1497/5000, Avg Loss: 4.8659
Full Training Epoch 1498/5000, Avg Loss: 4.8659
Full Training Epoch 1499/5000, Avg Loss: 4.9233
Full Training Epoch 1500/5000, Avg Loss: 4.8835
Full Training Epoch 1501/5000, Avg Loss: 4.8681
Full Training Epoch 1502/5000, Avg Loss: 4.8696
Full Training Epoch 1503/5000, Avg Loss: 4.8680
Full Training Epoch 1504/5000, Avg Loss: 4.8772
Full Training Epoch 1505/5000, Avg Loss: 4.8787
Full Training Epoch 1506/5000, Avg Loss: 4.8723
Full Training Epoch 1507/5000, Avg Loss: 4.8707
Full Training Epoch 1508/5000, Avg Loss: 4.8759
Full Training Epoch 1509/5000, Avg Loss: 4.8672
Full Training Epoch 1510/5000, Avg Loss: 4.8662
Full Training Epoch 1511/5000, Avg Loss: 4.8673
Full Training Epoch 1512/5000, Avg Loss: 4.8666
Full Training Epoch 1513/5000, Avg Loss: 4.8943
Full Training Epoch 1514/5000, Avg Loss: 4.8841
Full Training Epoch 1515/5000, Avg Loss: 4.8676
Full Training Epoch 1516/5000, Avg Loss: 4.8660
Full Training Epoch 1517/5000, Avg Loss: 4.8658
Full Training Epoch 1518/5000, Avg Loss: 4.8657
Full Training Epoch 1519/5000, Avg Loss: 4.8656
Full Training Epoch 1520/5000, Avg Loss: 4.8655
Full Training Epoch 1521/5000, Avg Loss: 4.8655
Full Training Epoch 1522/5000, Avg Loss: 4.8656
Full Training Epoch 1523/5000, Avg Loss: 4.8657
Full Training Epoch 1524/5000, Avg Loss: 4.9336
Full Training Epoch 1525/5000, Avg Loss: 4.8877
Full Training Epoch 1526/5000, Avg Loss: 4.8697
Full Training Epoch 1527/5000, Avg Loss: 4.8672
Full Training Epoch 1528/5000, Avg Loss: 4.8686
Full Training Epoch 1529/5000, Avg Loss: 4.8679
Full Training Epoch 1530/5000, Avg Loss: 4.8788
Full Training Epoch 1531/5000, Avg Loss: 4.8749
Full Training Epoch 1532/5000, Avg Loss: 4.8790
Full Training Epoch 1533/5000, Avg Loss: 4.8705
Full Training Epoch 1534/5000, Avg Loss: 4.8726
Full Training Epoch 1535/5000, Avg Loss: 4.8793
Full Training Epoch 1536/5000, Avg Loss: 4.8819
Full Training Epoch 1537/5000, Avg Loss: 4.8675
Full Training Epoch 1538/5000, Avg Loss: 4.8688
Full Training Epoch 1539/5000, Avg Loss: 4.8672
Full Training Epoch 1540/5000, Avg Loss: 4.8660
Full Training Epoch 1541/5000, Avg Loss: 4.8658
Full Training Epoch 1542/5000, Avg Loss: 4.8657
Full Training Epoch 1543/5000, Avg Loss: 4.8659
Full Training Epoch 1544/5000, Avg Loss: 4.8660
Full Training Epoch 1545/5000, Avg Loss: 4.8742
Full Training Epoch 1546/5000, Avg Loss: 4.9476
Full Training Epoch 1547/5000, Avg Loss: 4.8902
Full Training Epoch 1548/5000, Avg Loss: 4.8791
Full Training Epoch 1549/5000, Avg Loss: 4.8737
Full Training Epoch 1550/5000, Avg Loss: 4.8695
Full Training Epoch 1551/5000, Avg Loss: 4.8676
Full Training Epoch 1552/5000, Avg Loss: 4.8679
Full Training Epoch 1553/5000, Avg Loss: 4.8724
Full Training Epoch 1554/5000, Avg Loss: 4.8766
Full Training Epoch 1555/5000, Avg Loss: 4.8907
Full Training Epoch 1556/5000, Avg Loss: 4.8847
Full Training Epoch 1557/5000, Avg Loss: 4.8731
Full Training Epoch 1558/5000, Avg Loss: 4.8681
Full Training Epoch 1559/5000, Avg Loss: 4.8678
Full Training Epoch 1560/5000, Avg Loss: 4.8663
Full Training Epoch 1561/5000, Avg Loss: 4.8659
Full Training Epoch 1562/5000, Avg Loss: 4.8658
Full Training Epoch 1563/5000, Avg Loss: 4.8657
Full Training Epoch 1564/5000, Avg Loss: 4.8657
Full Training Epoch 1565/5000, Avg Loss: 4.8657
Full Training Epoch 1566/5000, Avg Loss: 4.8660
Full Training Epoch 1567/5000, Avg Loss: 4.9377
Full Training Epoch 1568/5000, Avg Loss: 4.8895
Full Training Epoch 1569/5000, Avg Loss: 4.8691
Full Training Epoch 1570/5000, Avg Loss: 4.8673
Full Training Epoch 1571/5000, Avg Loss: 4.8661
Full Training Epoch 1572/5000, Avg Loss: 4.8658
Full Training Epoch 1573/5000, Avg Loss: 4.8657
Full Training Epoch 1574/5000, Avg Loss: 4.8657
Full Training Epoch 1575/5000, Avg Loss: 4.8657
Full Training Epoch 1576/5000, Avg Loss: 4.8656
Full Training Epoch 1577/5000, Avg Loss: 4.8656
Full Training Epoch 1578/5000, Avg Loss: 4.8655
Full Training Epoch 1579/5000, Avg Loss: 4.8656
Full Training Epoch 1580/5000, Avg Loss: 4.8699
Full Training Epoch 1581/5000, Avg Loss: 4.9055
Full Training Epoch 1582/5000, Avg Loss: 4.9233
Full Training Epoch 1583/5000, Avg Loss: 4.8741
Full Training Epoch 1584/5000, Avg Loss: 4.8704
Full Training Epoch 1585/5000, Avg Loss: 4.8668
Full Training Epoch 1586/5000, Avg Loss: 4.8667
Full Training Epoch 1587/5000, Avg Loss: 4.8673
Full Training Epoch 1588/5000, Avg Loss: 4.8660
Full Training Epoch 1589/5000, Avg Loss: 4.8657
Full Training Epoch 1590/5000, Avg Loss: 4.8656
Full Training Epoch 1591/5000, Avg Loss: 4.8656
Full Training Epoch 1592/5000, Avg Loss: 4.8655
Full Training Epoch 1593/5000, Avg Loss: 4.8655
Full Training Epoch 1594/5000, Avg Loss: 4.8655
Full Training Epoch 1595/5000, Avg Loss: 4.8655
Full Training Epoch 1596/5000, Avg Loss: 4.8655
Full Training Epoch 1597/5000, Avg Loss: 4.9132
Full Training Epoch 1598/5000, Avg Loss: 4.9400
Full Training Epoch 1599/5000, Avg Loss: 4.8740
Full Training Epoch 1600/5000, Avg Loss: 4.8705
Full Training Epoch 1601/5000, Avg Loss: 4.8678
Full Training Epoch 1602/5000, Avg Loss: 4.8662
Full Training Epoch 1603/5000, Avg Loss: 4.8660
Full Training Epoch 1604/5000, Avg Loss: 4.8658
Full Training Epoch 1605/5000, Avg Loss: 4.8657
Full Training Epoch 1606/5000, Avg Loss: 4.8657
Full Training Epoch 1607/5000, Avg Loss: 4.8657
Full Training Epoch 1608/5000, Avg Loss: 4.8659
Full Training Epoch 1609/5000, Avg Loss: 4.9202
Full Training Epoch 1610/5000, Avg Loss: 4.8849
Full Training Epoch 1611/5000, Avg Loss: 4.8770
Full Training Epoch 1612/5000, Avg Loss: 4.8680
Full Training Epoch 1613/5000, Avg Loss: 4.8664
Full Training Epoch 1614/5000, Avg Loss: 4.8717
Full Training Epoch 1615/5000, Avg Loss: 4.8781
Full Training Epoch 1616/5000, Avg Loss: 4.9033
Full Training Epoch 1617/5000, Avg Loss: 4.8691
Full Training Epoch 1618/5000, Avg Loss: 4.8667
Full Training Epoch 1619/5000, Avg Loss: 4.8660
Full Training Epoch 1620/5000, Avg Loss: 4.8658
Full Training Epoch 1621/5000, Avg Loss: 4.8657
Full Training Epoch 1622/5000, Avg Loss: 4.8657
Full Training Epoch 1623/5000, Avg Loss: 4.8656
Full Training Epoch 1624/5000, Avg Loss: 4.8656
Full Training Epoch 1625/5000, Avg Loss: 4.8658
Full Training Epoch 1626/5000, Avg Loss: 4.8887
Full Training Epoch 1627/5000, Avg Loss: 4.8922
Full Training Epoch 1628/5000, Avg Loss: 4.8692
Full Training Epoch 1629/5000, Avg Loss: 4.8677
Full Training Epoch 1630/5000, Avg Loss: 4.8663
Full Training Epoch 1631/5000, Avg Loss: 4.8700
Full Training Epoch 1632/5000, Avg Loss: 4.8981
Full Training Epoch 1633/5000, Avg Loss: 4.8769
Full Training Epoch 1634/5000, Avg Loss: 4.8666
Full Training Epoch 1635/5000, Avg Loss: 4.8660
Full Training Epoch 1636/5000, Avg Loss: 4.8658
Full Training Epoch 1637/5000, Avg Loss: 4.8659
Full Training Epoch 1638/5000, Avg Loss: 4.8659
Full Training Epoch 1639/5000, Avg Loss: 4.9022
Full Training Epoch 1640/5000, Avg Loss: 4.8807
Full Training Epoch 1641/5000, Avg Loss: 4.8706
Full Training Epoch 1642/5000, Avg Loss: 4.8694
Full Training Epoch 1643/5000, Avg Loss: 4.8665
Full Training Epoch 1644/5000, Avg Loss: 4.8683
Full Training Epoch 1645/5000, Avg Loss: 4.8828
Full Training Epoch 1646/5000, Avg Loss: 4.8756
Full Training Epoch 1647/5000, Avg Loss: 4.8716
Full Training Epoch 1648/5000, Avg Loss: 4.8689
Full Training Epoch 1649/5000, Avg Loss: 4.8671
Full Training Epoch 1650/5000, Avg Loss: 4.8983
Full Training Epoch 1651/5000, Avg Loss: 4.8798
Full Training Epoch 1652/5000, Avg Loss: 4.8676
Full Training Epoch 1653/5000, Avg Loss: 4.8667
Full Training Epoch 1654/5000, Avg Loss: 4.8671
Full Training Epoch 1655/5000, Avg Loss: 4.8904
Full Training Epoch 1656/5000, Avg Loss: 4.8737
Full Training Epoch 1657/5000, Avg Loss: 4.8742
Full Training Epoch 1658/5000, Avg Loss: 4.8700
Full Training Epoch 1659/5000, Avg Loss: 4.8659
Full Training Epoch 1660/5000, Avg Loss: 4.8657
Full Training Epoch 1661/5000, Avg Loss: 4.8656
Full Training Epoch 1662/5000, Avg Loss: 4.8655
Full Training Epoch 1663/5000, Avg Loss: 4.8655
Full Training Epoch 1664/5000, Avg Loss: 4.8655
Full Training Epoch 1665/5000, Avg Loss: 4.8656
Full Training Epoch 1666/5000, Avg Loss: 4.8757
Full Training Epoch 1667/5000, Avg Loss: 4.8983
Full Training Epoch 1668/5000, Avg Loss: 4.8801
Full Training Epoch 1669/5000, Avg Loss: 4.8742
Full Training Epoch 1670/5000, Avg Loss: 4.8723
Full Training Epoch 1671/5000, Avg Loss: 4.8679
Full Training Epoch 1672/5000, Avg Loss: 4.8680
Full Training Epoch 1673/5000, Avg Loss: 4.8685
Full Training Epoch 1674/5000, Avg Loss: 4.8676
Full Training Epoch 1675/5000, Avg Loss: 4.8670
Full Training Epoch 1676/5000, Avg Loss: 4.8663
Full Training Epoch 1677/5000, Avg Loss: 4.8704
Full Training Epoch 1678/5000, Avg Loss: 4.8932
Full Training Epoch 1679/5000, Avg Loss: 4.9212
Full Training Epoch 1680/5000, Avg Loss: 4.8750
Full Training Epoch 1681/5000, Avg Loss: 4.8669
Full Training Epoch 1682/5000, Avg Loss: 4.8661
Full Training Epoch 1683/5000, Avg Loss: 4.8658
Full Training Epoch 1684/5000, Avg Loss: 4.8657
Full Training Epoch 1685/5000, Avg Loss: 4.8657
Full Training Epoch 1686/5000, Avg Loss: 4.8657
Full Training Epoch 1687/5000, Avg Loss: 4.8657
Full Training Epoch 1688/5000, Avg Loss: 4.8763
Full Training Epoch 1689/5000, Avg Loss: 4.9035
Full Training Epoch 1690/5000, Avg Loss: 4.8781
Full Training Epoch 1691/5000, Avg Loss: 4.8675
Full Training Epoch 1692/5000, Avg Loss: 4.8669
Full Training Epoch 1693/5000, Avg Loss: 4.8670
Full Training Epoch 1694/5000, Avg Loss: 4.8668
Full Training Epoch 1695/5000, Avg Loss: 4.8657
Full Training Epoch 1696/5000, Avg Loss: 4.8656
Full Training Epoch 1697/5000, Avg Loss: 4.8656
Full Training Epoch 1698/5000, Avg Loss: 4.8665
Full Training Epoch 1699/5000, Avg Loss: 4.8821
Full Training Epoch 1700/5000, Avg Loss: 4.8862
Full Training Epoch 1701/5000, Avg Loss: 4.8749
Full Training Epoch 1702/5000, Avg Loss: 4.8678
Full Training Epoch 1703/5000, Avg Loss: 4.8677
Full Training Epoch 1704/5000, Avg Loss: 4.8746
Full Training Epoch 1705/5000, Avg Loss: 4.8677
Full Training Epoch 1706/5000, Avg Loss: 4.8660
Full Training Epoch 1707/5000, Avg Loss: 4.8715
Full Training Epoch 1708/5000, Avg Loss: 4.8894
Full Training Epoch 1709/5000, Avg Loss: 4.9007
Full Training Epoch 1710/5000, Avg Loss: 4.8682
Full Training Epoch 1711/5000, Avg Loss: 4.8662
Full Training Epoch 1712/5000, Avg Loss: 4.8664
Full Training Epoch 1713/5000, Avg Loss: 4.8685
Full Training Epoch 1714/5000, Avg Loss: 4.8681
Full Training Epoch 1715/5000, Avg Loss: 4.8661
Full Training Epoch 1716/5000, Avg Loss: 4.8659
Full Training Epoch 1717/5000, Avg Loss: 4.8678
Full Training Epoch 1718/5000, Avg Loss: 4.8929
Full Training Epoch 1719/5000, Avg Loss: 4.8786
Full Training Epoch 1720/5000, Avg Loss: 4.8732
Full Training Epoch 1721/5000, Avg Loss: 4.8670
Full Training Epoch 1722/5000, Avg Loss: 4.8662
Full Training Epoch 1723/5000, Avg Loss: 4.8666
Full Training Epoch 1724/5000, Avg Loss: 4.9079
Full Training Epoch 1725/5000, Avg Loss: 4.8935
Full Training Epoch 1726/5000, Avg Loss: 4.8675
Full Training Epoch 1727/5000, Avg Loss: 4.8663
Full Training Epoch 1728/5000, Avg Loss: 4.8659
Full Training Epoch 1729/5000, Avg Loss: 4.8657
Full Training Epoch 1730/5000, Avg Loss: 4.8656
Full Training Epoch 1731/5000, Avg Loss: 4.8656
Full Training Epoch 1732/5000, Avg Loss: 4.8656
Full Training Epoch 1733/5000, Avg Loss: 4.8656
Full Training Epoch 1734/5000, Avg Loss: 4.8890
Full Training Epoch 1735/5000, Avg Loss: 4.8915
Full Training Epoch 1736/5000, Avg Loss: 4.8759
Full Training Epoch 1737/5000, Avg Loss: 4.8669
Full Training Epoch 1738/5000, Avg Loss: 4.8659
Full Training Epoch 1739/5000, Avg Loss: 4.8657
Full Training Epoch 1740/5000, Avg Loss: 4.8657
Full Training Epoch 1741/5000, Avg Loss: 4.8657
Full Training Epoch 1742/5000, Avg Loss: 4.8656
Full Training Epoch 1743/5000, Avg Loss: 4.8657
Full Training Epoch 1744/5000, Avg Loss: 4.8658
Full Training Epoch 1745/5000, Avg Loss: 4.8673
Full Training Epoch 1746/5000, Avg Loss: 4.8929
Full Training Epoch 1747/5000, Avg Loss: 4.9415
Full Training Epoch 1748/5000, Avg Loss: 4.8763
Full Training Epoch 1749/5000, Avg Loss: 4.8734
Full Training Epoch 1750/5000, Avg Loss: 4.8746
Full Training Epoch 1751/5000, Avg Loss: 4.8698
Full Training Epoch 1752/5000, Avg Loss: 4.8678
Full Training Epoch 1753/5000, Avg Loss: 4.8667
Full Training Epoch 1754/5000, Avg Loss: 4.8664
Full Training Epoch 1755/5000, Avg Loss: 4.8672
Full Training Epoch 1756/5000, Avg Loss: 4.8667
Full Training Epoch 1757/5000, Avg Loss: 4.8671
Full Training Epoch 1758/5000, Avg Loss: 4.8668
Full Training Epoch 1759/5000, Avg Loss: 4.8660
Full Training Epoch 1760/5000, Avg Loss: 4.9326
Full Training Epoch 1761/5000, Avg Loss: 4.8882
Full Training Epoch 1762/5000, Avg Loss: 4.8677
Full Training Epoch 1763/5000, Avg Loss: 4.8663
Full Training Epoch 1764/5000, Avg Loss: 4.8661
Full Training Epoch 1765/5000, Avg Loss: 4.8659
Full Training Epoch 1766/5000, Avg Loss: 4.8672
Full Training Epoch 1767/5000, Avg Loss: 4.8695
Full Training Epoch 1768/5000, Avg Loss: 4.8723
Full Training Epoch 1769/5000, Avg Loss: 4.8675
Full Training Epoch 1770/5000, Avg Loss: 4.9074
Full Training Epoch 1771/5000, Avg Loss: 4.8843
Full Training Epoch 1772/5000, Avg Loss: 4.8719
Full Training Epoch 1773/5000, Avg Loss: 4.8672
Full Training Epoch 1774/5000, Avg Loss: 4.8660
Full Training Epoch 1775/5000, Avg Loss: 4.8667
Full Training Epoch 1776/5000, Avg Loss: 4.8681
Full Training Epoch 1777/5000, Avg Loss: 4.8659
Full Training Epoch 1778/5000, Avg Loss: 4.8672
Full Training Epoch 1779/5000, Avg Loss: 4.8658
Full Training Epoch 1780/5000, Avg Loss: 4.8661
Full Training Epoch 1781/5000, Avg Loss: 4.8659
Full Training Epoch 1782/5000, Avg Loss: 4.8671
Full Training Epoch 1783/5000, Avg Loss: 4.9498
Full Training Epoch 1784/5000, Avg Loss: 4.8847
Full Training Epoch 1785/5000, Avg Loss: 4.8708
Full Training Epoch 1786/5000, Avg Loss: 4.8669
Full Training Epoch 1787/5000, Avg Loss: 4.8665
Full Training Epoch 1788/5000, Avg Loss: 4.8698
